Category,Retailer,Product Name,Product ID,Date,Clicks,Sales,Indirect Sales,Device Type Group
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,12/22/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,12/22/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",138816686,12/22/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/22/17,2,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/22/17,3,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/22/17,3,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/22/17,6,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/21/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/21/17,3,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/21/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/21/17,4,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/21/17,4,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/21/17,13,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/21/17,6,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/20/17,4,2,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,12/20/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/20/17,3,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/20/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/20/17,1,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/20/17,1,0,,
Sporting & Outdoors Equipment,Backcountry.com,Backcountry Outlet,3360607,12/19/17,1,0,,
Sporting & Outdoors Equipment,Backcountry.com,New Customer Offer – Get 15% Off Your First Purchase With Code: NEWCUSTOMER15 at Backcountry.com!,139093329,12/19/17,0,0,,
Babies and Kids,Hanna Andersson,Hanna Andersson's family pajamas become part of holiday celebrations year after year. Shop new & returning collections and make this year's memories more special than ever. Valid 9/26- until supplies last.,2867606,12/19/17,4,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/19/17,3,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,12/19/17,3,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,12/19/17,3,0,,
Electronics Accessories,NOMAD Goods,Rugged Leather Case for iPhone X,138248534,12/19/17,3,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/19/17,1,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/19/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/19/17,1,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/19/17,2,0,,
Sweden,Urbanears,<link> Plattan 2 THE PERFECT CLASSIC HEADPHONE </link> (320x50),3363479,12/19/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/18/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/18/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/18/17,3,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,12/18/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,12/18/17,1,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,12/18/17,2,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/18/17,2,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/18/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/18/17,2,0,,
Luxury Advertisers,Kate Spade,kate spade new york,1251461,12/17/17,0,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/17/17,4,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,12/17/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",138816686,12/17/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/17/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/17/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/17/17,1,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/17/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/16/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/16/17,1,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,12/16/17,4,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/16/17,3,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/16/17,2,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/16/17,3,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/15/17,1,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,12/15/17,2,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/14/17,1,0,,
Food and Drink,goop - DEACTIVATED,General 125x125,127236578,12/14/17,1,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,12/14/17,1,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/14/17,3,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/14/17,1,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/14/17,2,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/13/17,5,0,,
Food and Drink,goop - DEACTIVATED,General 125x125,127236578,12/13/17,6,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/13/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/13/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/12/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/12/17,9,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/12/17,8,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/12/17,14,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/12/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/11/17,3,0,,
Food and Drink,goop - DEACTIVATED,General 125x125,127236578,12/11/17,4,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/11/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/10/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,12/10/17,1,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,12/10/17,2,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/10/17,5,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/10/17,6,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/10/17,4,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/9/17,1,0,,
Apparel,Urban Outfitters,Urban OUtfitters Deep Link,711916,12/9/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/8/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/8/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/8/17,4,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/8/17,14,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/8/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/7/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/7/17,2,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,12/7/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/7/17,5,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/7/17,6,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/6/17,3,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/6/17,8,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",138816686,12/6/17,1,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/6/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/6/17,11,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/6/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,12/5/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/5/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/5/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/4/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/3/17,11,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/3/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/3/17,21,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/3/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/2/17,2,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,12/2/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/1/17,7,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/1/17,42,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,12/1/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/1/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/1/17,2,0,,
Apparel,Urban Outfitters,Urban OUtfitters Deep Link,711916,12/1/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,11/30/17,7,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,11/30/17,14,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,11/30/17,2,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,11/30/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/30/17,2,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,11/30/17,1,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,11/29/17,1,0,,
Electronics Accessories,NOMAD Goods,Rugged Leather Case for iPhone X,138248534,11/29/17,3,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,11/29/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/29/17,3,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/29/17,2,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/28/17,4,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/28/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,11/27/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,11/27/17,3,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,11/27/17,1,0,,
Luxury Advertisers,Kate Spade,black friday sale! enjoy 30% off everything* with code GIVEJOY *exclusions apply. valid 11/21 - 11/26.,138939542,11/27/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,11/27/17,2,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",138816686,11/27/17,2,0,,
Beauty and Grooming,Kiehl's,Enjoy $20 Off Your Purchase of $65 or More! Enter Code JINGLE at Checkout! Valid 11/10 - 11/30/17!,138902372,11/27/17,1,0,,
Beauty and Grooming,Laura Mercier,"Free Ground Shipping & Free Returns, plus 2 deluxe samples with every $50 purchase.",8368711,11/27/17,1,0,,
Department Stores,Lord & Taylor,"Black Friday Sale - Women's Cashmere Starting at $39.99, You Save Over $130. + $20 OFF $175+ with Code BONUS and FREE SHIPPING on All Orders Valid 11/21-11/26.",138903174,11/27/17,1,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,11/27/17,2,0,,
Electronics Accessories,NOMAD Goods,Rugged Leather Case for iPhone X,138248534,11/27/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,11/27/17,4,0,,
Department Stores,NORDSTROM.com,Shop NORDSTROM for the best Black Friday Deals + Save an extra 20% on select sale items. FREE Shipping. FREE Returns.,138929952,11/27/17,2,0,,
Department Stores,Saks Fifth Avenue,Thanksgiving_50Sale_300x600,138938048,11/27/17,1,0,,
Travel Supplies,Samsonite,40% Off Entire Order Code: THANKS40,138911878,11/27/17,1,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,11/27/17,1,0,,
Beauty and Grooming,"Sephora.com, Inc.",Receive a Free La Mer The Eye Concentrate Trial Size with Any $45 Purchase! Use Code VITALSURGE!,138891056,11/27/17,2,0,,
Food and Drink,Sugarfina,Black Friday Deal: Buy 3 get 1 Free on all Pre-Set Bento Boxes with Code: BLACKFRIYAY ! Valid 11/25-27 only.,3150508,11/27/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/27/17,5,0,,
Accessories and Handbags,Sunglass Hut,Sunglass Hut,394406,11/27/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,11/27/17,2,0,,
Home Goods,Sur La Table,Free Shipping on All Orders of $59 or more with code SHIPFREE at SurLaTable.com!,138865656,11/27/17,1,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/27/17,3,0,,
Department Stores,Target.com,30% off men's and women's boots. Valid 11/26-11/27,138930772,11/27/17,2,0,,
Travel Supplies,Tumi US,Black Friday: 40% Off Select Online Exclusives - Valid 11/24.,138903415,11/27/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,11/26/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,11/26/17,4,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,11/26/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,11/26/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",138816686,11/26/17,1,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,11/26/17,2,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,11/26/17,3,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,11/26/17,2,0,,
Beauty and Grooming,"Sephora.com, Inc.",Receive a Free La Mer The Eye Concentrate Trial Size with Any $45 Purchase! Use Code VITALSURGE!,138891056,11/26/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/26/17,4,1,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,11/26/17,4,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/26/17,2,0,,
Department Stores,Target.com,30% off men's and women's boots. Valid 11/26-11/27,138930772,11/26/17,3,0,,
Travel Supplies,Tumi US,Black Friday: 40% Off Select Online Exclusives - Valid 11/24.,138903415,11/26/17,1,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,11/25/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,11/25/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,11/25/17,1,0,,
Beauty and Grooming,"Sephora.com, Inc.",Receive a Free La Mer The Eye Concentrate Trial Size with Any $45 Purchase! Use Code VITALSURGE!,138891056,11/25/17,2,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/25/17,3,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,11/25/17,4,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/25/17,3,0,,
Department Stores,Target.com,30% off men's and women's boots. Valid 11/26-11/27,138930772,11/25/17,1,0,,
Apparel,Urban Outfitters,Urban OUtfitters Deep Link,711916,11/25/17,1,0,,
Luxury Advertisers,Kate Spade,black friday sale! enjoy 30% off everything* with code GIVEJOY *exclusions apply. valid 11/21 - 11/26.,138939542,11/24/17,1,0,,
Beauty and Grooming,Kiehl's,Enjoy $20 Off Your Purchase of $65 or More! Enter Code JINGLE at Checkout! Valid 11/10 - 11/30/17!,138902372,11/24/17,2,0,,
Beauty and Grooming,"Sephora.com, Inc.",Receive a Free La Mer The Eye Concentrate Trial Size with Any $45 Purchase! Use Code VITALSURGE!,138891056,11/24/17,1,0,,
Food and Drink,Sugarfina,Black Friday Deal: Buy 3 get 1 Free on all Pre-Set Bento Boxes with Code: BLACKFRIYAY ! Valid 11/25-27 only.,3150508,11/24/17,1,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/24/17,3,0,,
Department Stores,Target.com,30% off men's and women's boots. Valid 11/26-11/27,138930772,11/24/17,2,0,,
Travel Supplies,Tumi US,Free Shipping & Returns at TUMI.com,104986457,11/24/17,1,0,,
Travel Supplies,Tumi US,Black Friday: 40% Off Select Online Exclusives - Valid 11/24.,138903415,11/24/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,11/23/17,2,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,11/23/17,2,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,11/23/17,7,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,11/23/17,3,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,11/23/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,11/23/17,10,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/23/17,3,0,,
Travel Supplies,Tumi US,Free Shipping & Returns at TUMI.com,104986457,11/23/17,1,0,,
Travel Supplies,Tumi US,Black Friday: 40% Off Select Online Exclusives - Valid 11/24.,138903415,11/23/17,2,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,11/22/17,1,0,,
Travel Supplies,Samsonite,40% Off Entire Order Code: THANKS40,138911878,11/22/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,11/22/17,1,0,,
Travel Supplies,Tumi US,Free Shipping & Returns at TUMI.com,104986457,11/22/17,2,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,11/21/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/21/17,3,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,11/20/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,11/20/17,4,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,11/20/17,15,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,11/20/17,2,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,11/20/17,3,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/20/17,7,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,11/20/17,4,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/20/17,2,0,,
Apparel,Urban Outfitters,Urban OUtfitters Deep Link,711916,11/20/17,1,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,11/19/17,1,0,,
Food and Drink,Food52 - Deactivated,Shop Home Goods at Food52,1838926,11/19/17,1,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,11/19/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,11/19/17,5,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,11/19/17,1,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,11/19/17,3,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,11/19/17,2,0,,
Food and Drink,Sugarfina,Black Friday Deal: Buy 3 get 1 Free on all Pre-Set Bento Boxes with Code: BLACKFRIYAY ! Valid 11/25-27 only.,3150508,11/19/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,11/19/17,1,0,,
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,11/19/17,5,0,,
Department Stores,Target.com,A New Day: Available Exclusively at Target!,138172097,11/19/17,3,0,,
Department Stores,Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2132795,11/18/17,1,0,,
Food and Drink,Food52 - Deactivated,Shop Home Goods at Food52,1838926,11/18/17,2,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,11/18/17,1,0,,
Department Stores,Lord & Taylor,"Black Friday Sale - Women's Cashmere Starting at $39.99, You Save Over $130. + $20 OFF $175+ with Code BONUS and FREE SHIPPING on All Orders Valid 11/21-11/26.",138903174,11/18/17,1,0,,
Department Stores,Macys.com,Pick 3 Fragrance Samples with Fragrance Purchase at macys.com!,412762,11/18/17,1,0,,
Department Stores,Macys.com,Black Friday Special! Clinique A Little Happiness Set. Shop now at Macys.com! Valid 11/22 through 11/25,138928964,11/18/17,1,0,,
